Tanggal & Waktu,ID Struk,Status Pembayaran,ID / Kode Outlet,Outlet,Tipe Penjualan,Kasir,No. Hp Pelanggan,Nama Pelanggan,SKU,Nama Produk,Kategori,Jumlah Produk,Harga Produk,Penjualan Kotor,Diskon Produk,Subtotal,Diskon Transaksi,Service Charge,Pajak,Pembulatan,Poin Ditukar,Total,Metode Pembayaran,Pembayaran,Alasan Pembatalan,Catatan Transaksi,Catatan Custom Amount
31-07-2021 19:50:05,VPPPCZ874DY9Z,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Vietnam Drip,Classic,1,"10,000","10,000",0,,,,,,,,,,,,
31-07-2021 19:50:05,VPPPCZ874DY9Z,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Nasi Goreng Joglo,Nasi,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 19:50:05,VPPPCZ874DY9Z,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,2,"6,000","12,000",0,,,,,,,,,,,,
31-07-2021 19:50:05,VPPPCZ874DY9Z,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Mie Goreng Joglo,Mie,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 19:41:40,JGGGCGL89RDQD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Teh Tarik,Tea Base,1,"13,000","13,000",0,"63,000",0,0,0,0,0,"63,000",Tunai,"63,000",,,
31-07-2021 19:41:40,JGGGCGL89RDQD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Kopi Legit,Fancy,1,"13,000","13,000",0,,,,,,,,,,,,
31-07-2021 19:41:40,JGGGCGL89RDQD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Hazelnut,Fancy,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 19:41:40,JGGGCGL89RDQD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tubruk,Classic,1,"10,000","10,000",0,,,,,,,,,,,,
31-07-2021 19:41:40,JGGGCGL89RDQD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,2,"6,000","12,000",0,,,,,,,,,,,,
31-07-2021 19:32:14,VPPPCZ874DLL9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Jasmine Tea - Hot,Tea Base,1,"8,000","8,000",0,"55,000",0,0,0,0,0,"55,000",Tunai,"55,000",,,
31-07-2021 19:32:14,VPPPCZ874DLL9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Goreng - Kampung,Lalapan,1,"22,000","22,000",0,,,,,,,,,,,,
31-07-2021 19:32:14,VPPPCZ874DLL9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Mie Goreng Joglo,Mie,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 19:32:14,VPPPCZ874DLL9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tubruk,Classic,1,"10,000","10,000",0,,,,,,,,,,,,
31-07-2021 19:25:06,L666CLB4MZ66K,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Caramel,Fancy,2,"15,000","30,000",0,"60,000",0,0,0,0,0,"60,000",Tunai,"60,000",,,
31-07-2021 19:25:06,L666CLB4MZ66K,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chocolate - Ice,Milk Base,2,"15,000","30,000",0,,,,,,,,,,,,
31-07-2021 19:17:20,WPPPCMRY4K9JW,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,V60 - Hot,Classic,1,"12,000","12,000",0,"45,000",0,0,0,0,0,"45,000",Tunai,"45,000",,,
31-07-2021 19:17:20,WPPPCMRY4K9JW,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Berry Milk,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 19:17:20,WPPPCMRY4K9JW,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,1,"6,000","6,000",0,,,,,,,,,,,,
31-07-2021 19:17:20,WPPPCMRY4K9JW,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Kentang Goreng Sosis,Snack,1,"12,000","12,000",0,,,,,,,,,,,,
31-07-2021 19:13:38,WPPPCMRY4K9ZG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Wedang Susu Jahe,Tradisional Drink,1,"10,000","10,000",0,"73,000",0,0,0,0,0,"73,000",Tunai,"73,000",,,
31-07-2021 19:13:38,WPPPCMRY4K9ZG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Wedang Uwuh,Tradisional Drink,1,"10,000","10,000",0,,,,,,,,,,,,
31-07-2021 19:13:38,WPPPCMRY4K9ZG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Bandrek,Tradisional Drink,1,"10,000","10,000",0,,,,,,,,,,,,
31-07-2021 19:13:38,WPPPCMRY4K9ZG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Sigorsuke,Snack,1,"10,000","10,000",0,,,,,,,,,,,,
31-07-2021 19:13:38,WPPPCMRY4K9ZG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Kentang Goreng Sosis,Snack,1,"12,000","12,000",0,,,,,,,,,,,,
31-07-2021 19:13:38,WPPPCMRY4K9ZG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Mie Goreng Joglo,Mie,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 19:13:38,WPPPCMRY4K9ZG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Air Mineral,Additional,2,"3,000","6,000",0,,,,,,,,,,,,
31-07-2021 19:12:33,KLLLCD9VLGLRZ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Cappucino,Expresso Base,1,"12,000","12,000",0,"12,000",0,0,0,0,0,"12,000",Tunai,"12,000",,,
31-07-2021 18:58:18,RQQQT79YJ8RBP,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Cappucino,Expresso Base,1,"12,000","12,000",0,"12,000",0,0,0,0,0,"12,000",Tunai,"12,000",,,
31-07-2021 18:56:46,7BBBTJKZRNPVQ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Wedang Susu Jahe,Tradisional Drink,1,"10,000","10,000",0,"10,000",0,0,0,0,0,"10,000",Tunai,"10,000",,,
31-07-2021 18:50:22,KLLLCD9VLGWWP,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Air Mineral,Additional,1,"3,000","3,000",0,"3,000",0,0,0,0,0,"3,000",Tunai,"3,000",,,
31-07-2021 18:49:29,9YYYSR4ZV6PZG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,V60 - Hot,Classic,1,"12,000","12,000",0,"44,000",0,0,0,0,0,"44,000",Tunai,"44,000",,,
31-07-2021 18:49:29,9YYYSR4ZV6PZG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Lemon Tea - Hot,Tea Base,1,"10,000","10,000",0,,,,,,,,,,,,
31-07-2021 18:49:29,9YYYSR4ZV6PZG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Kentang Goreng Sosis,Snack,1,"12,000","12,000",0,,,,,,,,,,,,
31-07-2021 18:49:29,9YYYSR4ZV6PZG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Sigorsuke,Snack,1,"10,000","10,000",0,,,,,,,,,,,,
31-07-2021 18:40:32,D8882VQGZYBVN,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Teh Tarik,Tea Base,2,"13,000","26,000",0,"26,000",0,0,0,0,0,"26,000",Tunai,"26,000",,,
31-07-2021 18:39:51,M8882GYNDKNWN,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Vietnam Drip,Classic,1,"10,000","10,000",0,"35,000",0,0,0,0,0,"35,000",Tunai,"35,000",,,
31-07-2021 18:39:51,M8882GYNDKNWN,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Cappucino,Expresso Base,1,"12,000","12,000",0,,,,,,,,,,,,
31-07-2021 18:39:51,M8882GYNDKNWN,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chicken Sausage Roll,Snack,1,"13,000","13,000",0,,,,,,,,,,,,
31-07-2021 18:26:02,RQQQT79YJ884M,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chocolate - Hot,Milk Base,2,"13,000","26,000",0,"41,000",0,0,0,0,0,"41,000",Tunai,"41,000",,,
31-07-2021 18:26:02,RQQQT79YJ884M,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Black Charcoal - Ice,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 18:20:23,QDDDSLMVYGG4P,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Capcay Joglo,Sayuran,1,"15,000","15,000",0,"100,000",0,0,0,0,0,"100,000",Tunai,"100,000",,,
31-07-2021 18:20:23,QDDDSLMVYGG4P,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Nasi Goreng Joglo,Nasi,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 18:20:23,QDDDSLMVYGG4P,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Burger,Snack,1,"12,000","12,000",0,,,,,,,,,,,,
31-07-2021 18:20:23,QDDDSLMVYGG4P,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Thai Tea,Tea Base,1,"13,000","13,000",0,,,,,,,,,,,,
31-07-2021 18:20:23,QDDDSLMVYGG4P,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Matcha - Ice,Tea Base,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 18:20:23,QDDDSLMVYGG4P,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tiramisu Milk Biscoff,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 18:20:23,QDDDSLMVYGG4P,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Berry Milk,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 18:17:22,KLLLCD9VLG9ZP,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Vietnam Drip Susu - Hot,Classic,1,"12,000","12,000",0,"27,000",0,0,0,0,0,"27,000",Tunai,"27,000",,,
31-07-2021 18:17:22,KLLLCD9VLG9ZP,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Taro - Ice,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 18:16:19,GDDDSZ7B8W7B6,Void,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Vietnam Drip,Classic,-1,"-10,000","-10,000",0,"-25,000",0,0,0,0,0,"-25,000",Tunai,"-25,000",,,
31-07-2021 18:16:19,GDDDSZ7B8W7B6,Void,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Taro - Ice,Milk Base,-1,"-15,000","-15,000",0,,,,,,,,,,,,
31-07-2021 18:15:30,VPPPCZ874D8DG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tubruk,Classic,1,"10,000","10,000",0,"10,000",0,0,0,0,0,"10,000",Tunai,"10,000",,,
31-07-2021 18:13:10,VPPPCZ874DGYM,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Vietnam Drip,Classic,1,"10,000","10,000",0,"25,000",0,0,0,0,0,"25,000",Tunai,"25,000",,,
31-07-2021 18:13:10,VPPPCZ874DGYM,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Taro - Ice,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 17:36:09,RQQQT79YJ9DY8,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Nasi Goreng Joglo,Nasi,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",,,
31-07-2021 17:35:18,KLLLCD9VL949L,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Wedang Uwuh,Tradisional Drink,1,"10,000","10,000",0,"13,000",0,0,0,0,0,"13,000",Tunai,"13,000",,,
31-07-2021 17:35:18,KLLLCD9VL949L,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Air Mineral,Additional,1,"3,000","3,000",0,,,,,,,,,,,,
31-07-2021 17:25:04,RQQQT79YJ94BD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Air Mineral,Additional,2,"3,000","6,000",0,"6,000",0,0,0,0,0,"6,000",Tunai,"6,000",,,
31-07-2021 16:48:40,P777HPQNMQ8QY,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Nasi Goreng Joglo,Nasi,2,"15,000","30,000",0,"65,000",0,0,0,0,0,"65,000",Tunai,"65,000",,,
31-07-2021 16:48:40,P777HPQNMQ8QY,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Capcay Joglo,Sayuran,1,"15,000","15,000",0,,,,,,,,,,,,
31-07-2021 16:48:40,P777HPQNMQ8QY,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Vietnam Drip Susu - Hot,Classic,1,"12,000","12,000",0,,,,,,,,,,,,
31-07-2021 16:48:40,P777HPQNMQ8QY,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Jasmine Tea - Hot,Tea Base,1,"8,000","8,000",0,,,,,,,,,,,,
31-07-2021 16:19:04,KLLLCD9VL9B6V,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,2,"6,000","12,000",0,"12,000",0,0,0,0,0,"12,000",Tunai,"12,000",,,
31-07-2021 16:06:13,GDDDSZ7B8779Z,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Black Charcoal - Ice,Milk Base,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",,,
31-07-2021 14:43:41,ZVVV3RP69G9YR,Void,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Black Charcoal - Ice,Milk Base,-1,"-15,000","-15,000",0,"-15,000",0,0,0,0,0,"-15,000",Tunai,"-15,000",Kesalahan input,,
31-07-2021 14:42:37,WPPPCMRY4P467,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Black Charcoal - Ice,Milk Base,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",Kesalahan input,,
31-07-2021 14:31:35,L666CLB4MK8GV,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Black Charcoal - Ice,Milk Base,2,"15,000","30,000",0,"43,000",0,0,0,0,0,"43,000",Tunai,"43,000",,,
31-07-2021 14:31:35,L666CLB4MK8GV,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Kopi Legit,Fancy,1,"13,000","13,000",0,,,,,,,,,,,,
31-07-2021 14:30:22,6GGGCWKVDLZMR,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Sparkling Berry,Signature,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",,,
31-07-2021 14:11:19,7BBBTJKZR9ZRV,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Lemon Tea - Ice,Tea Base,1,"10,000","10,000",0,"26,000",0,0,0,0,0,"26,000",Tunai,"26,000",,,
31-07-2021 14:11:19,7BBBTJKZR9ZRV,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tubruk,Classic,1,"10,000","10,000",0,,,,,,,,,,,,
31-07-2021 14:11:19,7BBBTJKZR9ZRV,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,1,"6,000","6,000",0,,,,,,,,,,,,
30-07-2021 20:24:30,YBBBT8KJNGJ6K,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Sigorsuke,Snack,1,"10,000","10,000",0,"10,000",0,0,0,0,0,"10,000",Tunai,"10,000",,,
30-07-2021 20:20:35,4QQQTPM86W8P4,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tubruk,Classic,1,"10,000","10,000",0,"10,000",0,0,0,0,0,"10,000",Tunai,"10,000",,,
30-07-2021 20:19:15,P777HPQN8G6LV,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Vietnam Drip,Classic,1,"10,000","10,000",0,"20,000",0,0,0,0,0,"20,000",Tunai,"20,000",,,
30-07-2021 20:19:15,P777HPQN8G6LV,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Americano - Hot,Expresso Base,1,"10,000","10,000",0,,,,,,,,,,,,
30-07-2021 19:43:36,7BBBTJKZD8W6P,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Cappucino,Expresso Base,1,"12,000","12,000",0,"12,000",0,0,0,0,0,"12,000",Tunai,"12,000",,,
30-07-2021 19:36:40,NLLLCRMYP7RJZ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chocolate - Ice,Milk Base,1,"15,000","15,000",0,"30,000",0,0,0,0,0,"30,000",Tunai,"30,000",,,
30-07-2021 19:36:40,NLLLCRMYP7RJZ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Choco Hazelnut,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
30-07-2021 19:35:30,7BBBTJKZD8JNN,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,V60 - Hot,Classic,1,"12,000","12,000",0,"27,000",0,0,0,0,0,"27,000",Tunai,"27,000",,,
30-07-2021 19:35:30,7BBBTJKZD8JNN,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Taro - Ice,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
30-07-2021 19:32:06,VPPPCZ87NLK6P,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Sparkling Berry,Signature,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",,,
30-07-2021 19:26:57,ZVVV3RP6VWNN9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Black and White,Signature,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",,,
30-07-2021 19:01:52,QDDDSLMV9WRMV,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Air Mineral,Additional,1,"3,000","3,000",0,"3,000",0,0,0,0,0,"3,000",Tunai,"3,000",,,
30-07-2021 19:00:31,M8882GYNLZMGY,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,1,"6,000","6,000",0,"36,000",0,0,0,0,0,"36,000",Tunai,"36,000",,,
30-07-2021 19:00:31,M8882GYNLZMGY,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Kribo,Lalapan,1,"15,000","15,000",0,,,,,,,,,,,,
30-07-2021 19:00:31,M8882GYNLZMGY,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Leci Fresh,Signature,1,"15,000","15,000",0,,,,,,,,,,,,
30-07-2021 18:30:53,D8882VQG7RD7B,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Jasmine Tea - Hot,Tea Base,1,"8,000","8,000",0,"84,000",0,0,0,0,0,"84,000",Tunai,"84,000",,,
30-07-2021 18:30:53,D8882VQG7RD7B,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chocolate - Hot,Milk Base,1,"13,000","13,000",0,,,,,,,,,,,,
30-07-2021 18:30:53,D8882VQG7RD7B,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chocolate - Ice,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
30-07-2021 18:30:53,D8882VQG7RD7B,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,1,"6,000","6,000",0,,,,,,,,,,,,
30-07-2021 18:30:53,D8882VQG7RD7B,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Kribo,Lalapan,1,"15,000","15,000",0,,,,,,,,,,,,
30-07-2021 18:30:53,D8882VQG7RD7B,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Nasi Goreng Joglo,Nasi,1,"15,000","15,000",0,,,,,,,,,,,,
30-07-2021 18:30:53,D8882VQG7RD7B,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Burger,Snack,1,"12,000","12,000",0,,,,,,,,,,,,
30-07-2021 16:44:18,VPPPCZ87NP6N6,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Nasi Goreng Joglo,Nasi,1,"15,000","15,000",0,"28,000",0,0,0,0,0,"28,000",Tunai,"28,000",,,
30-07-2021 16:44:18,VPPPCZ87NP6N6,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chicken Sausage Roll,Snack,1,"13,000","13,000",0,,,,,,,,,,,,
29-07-2021 20:46:18,KLLLCD9VK9QP6,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Rambak,Additional,1,"10,000","10,000",0,"10,000",0,0,0,0,0,"10,000",Tunai,"10,000",,,
29-07-2021 19:55:13,RQQQT79YV9YKG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Nasi Goreng Joglo,Nasi,3,"15,000","45,000",0,"78,000",0,0,0,0,0,"78,000",Tunai,"78,000",,,
